timestamp;device;l1_n_v;l2_n_v;l3_n_v;l1_l2_v;l2_l3_v;l3_l1_v;l1_a;l2_a;l3_a;pot_aparente_va;pot_activa_w;pot_reactiva_var;freq_hz;fp_total;energ_activa_wh;energ_reactiva_varh;energ_aparente_vah
2026-01-01 04:00:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;29.08;28.78;28.78;26348.79;14816.19;21788.52;60.1;0.56;45539110.72;348951.5;421986.11
2026-01-01 04:15:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;29.13;28.83;29.13;26575.32;14943.57;21975.84;60.1;0.56;45553926.91;370740.01;448334.9
2026-01-01 04:30:00;PAC3200-3;254.03;251.49;254.03;440;435.6;440;34.73;34.73;35.46;32125.63;18064.56;26565.53;60.1;0.56;45568870.47;392715.85;474910.22
2026-01-01 04:45:00;PAC3200-3;254.03;254.03;251.49;440;440;435.6;24.06;24.32;24.57;22335.09;12559.24;18469.47;60.1;0.56;45586935.04;419281.39;507035.85
2026-01-01 05:00:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;25.09;25.09;25.88;23209.5;13050.94;19192.55;60.1;0.56;45599494.28;437750.86;529370.94
2026-01-01 05:15:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;34.03;35.46;35.46;32023.85;18007.33;26481.37;60.1;0.56;45612545.22;456943.41;552580.44
2026-01-01 05:30:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;33.33;32.65;32.99;30201.94;16982.85;24974.78;60.1;0.56;45630552.55;483424.78;584604.29
2026-01-01 05:45:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;24.66;24.92;25.43;22890.86;12871.76;18929.06;60.1;0.56;45647535.4;508399.57;614806.23
2026-01-01 06:00:00;PAC3200-3;251.49;254.03;254.03;435.6;440;440;25.53;25.27;25.01;23209.23;13050.79;19192.33;60.1;0.56;45660407.16;527328.63;637697.09
2026-01-01 06:15:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;35.11;33.69;35.11;31702;17826.35;26215.23;60.1;0.56;45673457.95;546520.96;660906.33
2026-01-01 06:30:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;28.72;28.72;29.02;26384.75;14836.41;21818.25;60.1;0.56;45691284.3;572736.18;692608.33
2026-01-01 06:45:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 07:00:00;PAC3200-3;254.03;254.03;251.49;440;440;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 07:15:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 07:30:00;PAC3200-3;251.49;254.03;254.03;435.6;440;440;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 07:45:00;PAC3200-3;251.49;254.03;254.03;435.6;440;440;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 08:00:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 08:15:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 08:30:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 08:45:00;PAC3200-3;254.03;254.03;251.49;440;440;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 09:00:00;PAC3200-3;251.49;254.03;254.03;435.6;440;440;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 09:15:00;PAC3200-3;254.03;254.03;251.49;440;440;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 09:30:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 09:45:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 10:00:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 10:15:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 10:30:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 10:45:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 11:00:00;PAC3200-3;254.03;251.49;254.03;440;435.6;440;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 11:15:00;PAC3200-3;254.03;254.03;254.03;440;440;440;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 11:30:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 11:45:00;PAC3200-3;251.49;254.03;254.03;435.6;440;440;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 12:00:00;PAC3200-3;254.03;254.03;251.49;440;440;435.6;0;0;0;0;0;0;60.1;0;45706120.71;594554.43;718993.08
2026-01-01 12:15:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;25.09;25.62;25.09;23130.81;13006.68;19127.48;60.1;0.56;45706120.71;594554.43;718993.08
2026-01-01 12:30:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;31.17;30.85;30.85;28338.18;15934.84;23433.59;60.1;0.56;45719127.4;613681.91;742123.89
2026-01-01 12:45:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;30.88;30.25;31.2;28178.07;15844.81;23301.2;60.1;0.56;45735062.24;637115.5;770462.07
2026-01-01 13:00:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;25.97;25.7;25.7;23608.12;13275.08;19522.18;60.1;0.56;45750907.05;660416.7;798640.14
2026-01-01 13:15:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;34.04;33.69;34.75;31167.14;17525.59;25772.93;60.1;0.56;45764182.13;679938.87;822248.26
2026-01-01 13:30:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;32.98;32.3;32.3;29777.84;16744.38;24624.08;60.1;0.56;45781707.72;705711.81;853415.39
2026-01-01 13:45:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;32.65;33.33;32.65;29996.11;16867.11;24804.58;60.1;0.56;45798452.1;730335.89;883193.23
2026-01-01 14:00:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;24.66;24.41;24.41;22420.49;12607.27;18540.1;60.1;0.56;45815319.22;755140.47;913189.34
2026-01-01 14:15:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;32.29;32.62;31.96;29560.51;16622.17;24444.37;60.1;0.56;45827926.48;773680.57;935609.84
2026-01-01 14:30:00;PAC3200-3;254.03;251.49;254.03;440;435.6;440;34.05;33.7;34.4;31274.48;17585.96;25861.7;60.1;0.56;45844548.65;798124.94;965170.35
2026-01-01 14:45:00;PAC3200-3;254.03;254.03;254.03;440;440;440;25.27;25.01;25.79;23367.69;13139.88;19323.36;60.1;0.56;45862134.61;823986.64;996444.83
2026-01-01 15:00:00;PAC3200-3;251.49;254.03;254.03;435.6;440;440;30.44;30.14;30.44;27868.08;15670.5;23044.85;60.1;0.56;45875274.49;843310;1019812.52
2026-01-01 15:15:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;31.58;31.58;32.23;29111.34;16369.6;24072.94;60.1;0.56;45890944.99;866354.85;1047680.59
2026-01-01 15:30:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;27.3;26.47;27.02;24655.81;13864.21;20388.55;60.1;0.56;45907314.59;890427.79;1076791.94
2026-01-01 15:45:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;33.35;33.35;34.05;30741.81;17286.43;25421.22;60.1;0.56;45921178.8;910816.34;1101447.75
2026-01-01 16:00:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;32.26;32.26;32.59;29634.46;16663.76;24505.52;60.1;0.56;45938465.23;936237.55;1132189.56
2026-01-01 16:15:00;PAC3200-3;254.03;251.49;254.03;440;435.6;440;33.69;34.75;35.11;31702;17826.35;26215.23;60.1;0.56;45955128.99;960743.08;1161824.03
2026-01-01 16:30:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;32.31;33.67;32.65;29996.11;16867.11;24804.58;60.1;0.56;45972955.34;986958.3;1193526.03
2026-01-01 16:45:00;PAC3200-3;254.03;251.49;254.03;440;435.6;440;31.88;31.88;30.91;28984.34;16298.19;23967.92;60.1;0.56;45989822.46;1011762.88;1223522.14
2026-01-01 17:00:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;25.09;25.88;25.88;23450.47;13186.43;19391.81;60.1;0.56;46006120.64;1035730.8;1252506.48
2026-01-01 17:15:00;PAC3200-3;254.03;251.49;254.03;440;435.6;440;33.33;32.99;32.99;30406.72;17098;25144.12;60.1;0.56;46019307.08;1055122.62;1275956.95
2026-01-01 17:30:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;31.56;31.23;31.23;28692.53;16134.1;23726.61;60.1;0.56;46036405.08;1080266.74;1306363.67
2026-01-01 17:45:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;31.58;32.23;31.58;29113.34;16370.72;24074.59;60.1;0.56;46052539.17;1103993.35;1335056.2
2026-01-01 18:00:00;PAC3200-3;254.03;251.49;254.03;440;435.6;440;29.08;28.78;28.19;26344.24;14813.63;21784.75;60.1;0.56;46068909.9;1128067.94;1364169.54
2026-01-01 18:15:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;32.3;32.98;32.3;29779.91;16745.54;24625.79;60.1;0.56;46083723.53;1149852.69;1390513.77
2026-01-01 18:30:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;30.25;30.57;30.57;27791.71;15627.56;22981.7;60.1;0.56;46100469.07;1174478.48;1420293.68
2026-01-01 18:45:00;PAC3200-3;251.49;254.03;254.03;435.6;440;440;28.78;29.37;29.08;26708.82;15018.64;22086.23;60.1;0.56;46116096.62;1197460.19;1448085.39
2026-01-01 19:00:00;PAC3200-3;254.03;251.49;254.03;440;435.6;440;24.32;24.57;24.82;22568.53;12690.51;18662.51;60.1;0.56;46131115.26;1219546.42;1474794.22
2026-01-01 19:15:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;31.27;31.27;32.26;28930.59;16267.96;23923.47;60.1;0.56;46143805.77;1238208.94;1497362.74
2026-01-01 19:30:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;31.97;33.31;32.3;29678.6;16688.57;24542.02;60.1;0.56;46160073.73;1262132.41;1526293.33
2026-01-01 19:45:00;PAC3200-3;254.03;254.03;254.03;440;440;440;28.72;28.14;29.02;26382.05;14834.89;21816.02;60.1;0.56;46176762.31;1286674.43;1555971.93
2026-01-01 20:00:00;PAC3200-3;254.03;254.03;254.03;440;440;440;34.05;34.75;34.4;31701.48;17826.06;26214.8;60.1;0.56;46191597.2;1308490.45;1582353.98
2026-01-01 20:15:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;25.43;26.5;25.97;23770.12;13366.18;19656.15;60.1;0.56;46209423.26;1334705.24;1614055.47
2026-01-01 20:30:00;PAC3200-3;254.03;254.03;254.03;440;440;440;31.2;31.2;30.57;28561.5;16060.42;23618.26;60.1;0.56;46222789.44;1354361.39;1637825.59
2026-01-01 20:45:00;PAC3200-3;254.03;254.03;254.03;440;440;440;33.34;32.99;33.34;30620.47;17218.2;25320.88;60.1;0.56;46238849.86;1377979.65;1666387.1
2026-01-01 21:00:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;31.23;30.91;30.59;28203.87;15859.32;23322.53;60.1;0.56;46256068.06;1403300.53;1697007.56
2026-01-01 21:15:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;26.95;26.13;26.13;24167.41;13589.58;19984.67;60.1;0.56;46271927.37;1426623.05;1725211.43
2026-01-01 21:30:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;28.65;28.07;27.78;25700.51;14451.65;21252.43;60.1;0.56;46285516.95;1446607.73;1749378.84
2026-01-01 21:45:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;29.83;30.14;30.44;27494.94;15460.68;22736.29;60.1;0.56;46299968.61;1467860.16;1775079.35
2026-01-01 22:00:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;34.75;35.11;34.4;31814.21;17889.45;26308.01;60.1;0.56;46315429.29;1490596.45;1802574.29
2026-01-01 22:15:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;28.19;28.48;28.78;25987.85;14613.23;21490.04;60.1;0.56;46333318.73;1516904.46;1834388.5
2026-01-01 22:30:00;PAC3200-3;251.49;254.03;254.03;435.6;440;440;28.19;29.37;28.19;26254.91;14763.4;21710.88;60.1;0.56;46347931.96;1538394.51;1860376.35
2026-01-01 22:45:00;PAC3200-3;254.03;254.03;254.03;440;440;440;32.98;32.64;32.98;30288.5;17031.53;25046.37;60.1;0.56;46362695.36;1560105.39;1886631.26
2026-01-01 23:00:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;33.34;33.34;32.65;30311.51;17044.47;25065.39;60.1;0.56;46379726.89;1585151.76;1916919.77
2026-01-01 23:15:00;PAC3200-3;251.49;254.03;254.03;435.6;440;440;27.23;26.95;26.68;24753.71;13919.26;20469.5;60.1;0.56;46396771.36;1610217.15;1947231.28
2026-01-01 23:30:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;34.75;33.35;34.05;31166.66;17525.32;25772.53;60.1;0.56;46410690.62;1630686.65;1971984.99
2026-01-01 23:45:00;PAC3200-3;254.03;251.49;254.03;440;435.6;440;35.46;34.03;34.75;31917.11;17947.31;26393.11;60.1;0.56;46428215.94;1656459.18;2003151.64
2026-01-02 00:00:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;30.57;30.88;30.57;28080.26;15789.81;23220.31;60.1;0.56;46446163.25;1682852.29;2035068.75
2026-01-02 00:15:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;26.81;27.94;27.66;25146.93;14140.37;20794.66;60.1;0.56;46461953.06;1706072.6;2063149.02
2026-01-02 00:30:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;32.65;32.31;33.67;30095.37;16922.93;24886.66;60.1;0.56;46476093.43;1726867.26;2088295.94
2026-01-02 00:45:00;PAC3200-3;254.03;254.03;254.03;440;440;440;28.14;28.72;27.84;26021.89;14632.37;21518.19;60.1;0.56;46493016.36;1751753.92;2118391.31
2026-01-02 01:00:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;24.32;25.08;24.82;22646.34;12734.27;18726.86;60.1;0.56;46507648.73;1773272.11;2144413.2
2026-01-02 01:15:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;31.97;31.97;32.98;29575.23;16630.45;24456.54;60.1;0.56;46520382.99;1791998.97;2167059.54
2026-01-02 01:30:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;32.26;31.93;31.93;29234.99;16439.13;24175.19;60.1;0.56;46537013.44;1816455.51;2196634.77
2026-01-02 01:45:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;29.48;28.87;28.87;26614.76;14965.75;22008.45;60.1;0.56;46553452.57;1840630.7;2225869.76
2026-01-02 02:00:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;30.14;30.44;29.52;27401.42;15408.09;22658.96;60.1;0.56;46568418.32;1862639.15;2252484.52
2026-01-02 02:15:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;26.13;26.4;27.23;24335.53;13684.11;20123.69;60.1;0.56;46583826.41;1885298.11;2279885.94
2026-01-02 02:30:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;31.23;31.23;30.59;28397.75;15968.34;23482.85;60.1;0.56;46597510.52;1905421.8;2304221.47
2026-01-02 02:45:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;30.93;31.26;30.93;28416.17;15978.69;23498.08;60.1;0.56;46613478.86;1928904.66;2332619.22
2026-01-02 03:00:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;29.88;30.5;30.19;27541.84;15487.05;22775.08;60.1;0.56;46629457.56;1952402.74;2361035.39
2026-01-02 03:15:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;31.23;31.23;31.56;28691.54;16133.54;23725.8;60.1;0.56;46644944.61;1975177.81;2388577.23
2026-01-02 03:30:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;29.48;29.78;28.87;26894.84;15123.24;22240.06;60.1;0.56;46661078.15;1998903.61;2417268.77
2026-01-02 03:45:00;PAC3200-3;254.03;254.03;254.03;440;440;440;24.82;24.82;25.08;22955.27;12907.98;18982.32;60.1;0.56;46676201.39;2021143.66;2444163.61
2026-01-02 04:00:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;26.68;26.13;26.4;24087.16;13544.45;19918.31;60.1;0.56;46689109.36;2040125.98;2467118.88
2026-01-02 04:15:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;25.97;25.7;25.7;23608.12;13275.08;19522.18;60.1;0.56;46702653.81;2060044.29;2491206.03
2026-01-02 04:30:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;24.57;24.06;24.06;22183.35;12473.92;18344;60.1;0.56;46715928.89;2079566.47;2514814.15
2026-01-02 04:45:00;PAC3200-3;254.03;254.03;251.49;440;440;435.6;34.04;33.69;34.4;31267.36;17581.95;25855.81;60.1;0.56;46728402.81;2097910.46;2536997.49
2026-01-02 05:00:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;26.5;25.43;25.43;23607.29;13274.62;19521.5;60.1;0.56;46745984.76;2123766.27;2568264.85
2026-01-02 05:15:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;33.7;34.05;33.35;30847.48;17345.85;25508.6;60.1;0.56;46759259.38;2143287.76;2591872.14
2026-01-02 05:30:00;PAC3200-3;254.03;251.49;254.03;440;435.6;440;34.75;35.1;34.39;31913.81;17945.46;26390.38;60.1;0.56;46776605.23;2168796.37;2622719.63
2026-01-02 05:45:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;33.34;32.65;33.68;30313.62;17045.65;25067.14;60.1;0.56;46794550.68;2195186.74;2654633.44
2026-01-02 06:00:00;PAC3200-3;254.03;254.03;254.03;440;440;440;28.07;28.07;28.36;25960.11;14597.63;21467.1;60.1;0.56;46811596.34;2220253.88;2684947.06
2026-01-02 06:15:00;PAC3200-3;254.03;254.03;251.49;440;440;435.6;30.88;31.52;31.52;28758.11;16170.97;23780.84;60.1;0.56;46826193.97;2241720.98;2710907.17
2026-01-02 06:30:00;PAC3200-3;254.03;254.03;254.03;440;440;440;35.11;34.4;34.75;32026.63;18008.89;26483.67;60.1;0.56;46842364.94;2265501.83;2739665.28
2026-01-02 06:45:00;PAC3200-3;254.03;254.03;254.03;440;440;440;27.02;26.75;26.47;24648.97;13860.36;20382.88;60.1;0.56;46860373.83;2291985.49;2771691.91
2026-01-02 07:00:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;32.26;31.93;32.59;29435.23;16551.73;24340.77;60.1;0.56;46874234.19;2312368.38;2796340.87
2026-01-02 07:15:00;PAC3200-3;251.49;254.03;254.03;435.6;440;440;24.57;24.32;24.57;22490.71;12646.75;18598.17;60.1;0.56;46890785.92;2336709.15;2825776.11
2026-01-02 07:30:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;26.6;26.05;26.05;24016.95;13504.97;19860.26;60.1;0.56;46903432.67;2355307.32;2848266.82
2026-01-02 07:45:00;PAC3200-3;251.49;254.03;254.03;435.6;440;440;30.57;30.57;31.2;28271.97;15897.61;23378.85;60.1;0.56;46916937.65;2375167.58;2872283.78
2026-01-02 08:00:00;PAC3200-3;254.03;254.03;251.49;440;440;435.6;30.57;30.57;30.57;28076.35;15787.61;23217.08;60.1;0.56;46932835.26;2398546.42;2900555.75
2026-01-02 08:15:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;28.01;27.72;27.72;25465.97;14319.77;21058.49;60.1;0.56;46948622.87;2421763.5;2928632.1
2026-01-02 08:30:00;PAC3200-3;254.03;254.03;251.49;440;440;435.6;30.14;29.83;29.21;27305.07;15353.91;22579.28;60.1;0.56;46962942.65;2442821.98;2954098.07
2026-01-02 08:45:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;29.13;29.43;28.83;26666.65;14994.92;22051.36;60.1;0.56;46978296.56;2465401.27;2981403.14
2026-01-02 09:00:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;34.75;34.75;34.05;31597.97;17767.85;26129.2;60.1;0.56;46993291.48;2487452.63;3008069.79
2026-01-02 09:15:00;PAC3200-3;254.03;254.03;254.03;440;440;440;26.75;26.47;27.58;24820.14;13956.61;20524.43;60.1;0.56;47011059.34;2513581.82;3039667.75
2026-01-02 09:30:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;25.18;24.66;24.66;22735.39;12784.34;18800.49;60.1;0.56;47025015.95;2534106.26;3064487.9
2026-01-02 09:45:00;PAC3200-3;254.03;254.03;254.03;440;440;440;30.81;29.88;29.56;27724.44;15589.73;22926.07;60.1;0.56;47037800.29;2552906.75;3087223.28
2026-01-02 10:00:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;24.57;24.32;25.08;22494.61;12648.94;18601.39;60.1;0.56;47053390.01;2575832.82;3114947.72
2026-01-02 10:15:00;PAC3200-3;251.49;251.49;251.49;435.6;435.6;435.6;30.54;30.54;31.17;28051.93;15773.88;23196.88;60.1;0.56;47066038.96;2594434.21;3137442.32
2026-01-02 10:30:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;30.22;29.91;31.17;27860.44;15666.21;23038.54;60.1;0.56;47081812.84;2617631.09;3165494.25
2026-01-02 10:45:00;PAC3200-3;254.03;254.03;254.03;440;440;440;33.35;33.35;34.05;30946.69;17401.63;25590.63;60.1;0.56;47097479.04;2640669.63;3193354.69
2026-01-02 11:00:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;27.3;27.58;26.47;24822.71;13958.06;20526.56;60.1;0.56;47114880.67;2666260.26;3224301.38
2026-01-02 11:15:00;PAC3200-3;254.03;251.49;254.03;440;435.6;440;35.46;35.82;35.46;32678.03;18375.18;27022.33;60.1;0.56;47128838.73;2686786.82;3249124.09
2026-01-02 11:30:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;30.59;30.91;30.59;28101.98;15802.03;23238.27;60.1;0.56;47147213.91;2713809.14;3281802.11
2026-01-02 11:45:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;33.35;33.35;34.75;30953.16;17405.27;25595.98;60.1;0.56;47163015.94;2737047.42;3309904.1
2026-01-02 12:00:00;PAC3200-3;254.03;251.49;254.03;440;435.6;440;30.25;30.88;31.2;28271;15897.06;23378.04;60.1;0.56;47180421.21;2762643.4;3340857.25
2026-01-02 12:15:00;PAC3200-3;251.49;251.49;254.03;435.6;435.6;440;35.82;34.73;35.82;32460.18;18252.68;26842.18;60.1;0.56;47196318.27;2786021.44;3369128.25
2026-01-02 12:30:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;34.4;35.11;34.04;31598.52;17768.16;26129.65;60.1;0.56;47214570.96;2812863.62;3401588.43
2026-01-02 12:45:00;PAC3200-3;251.49;254.03;251.49;435.6;440;435.6;24.66;24.66;25.18;22733.81;12783.45;18799.19;60.1;0.56;47232339.12;2838993.27;3433186.94
2026-01-02 13:00:00;PAC3200-3;254.03;254.03;251.49;440;440;435.6;30.91;31.88;31.88;28984.34;16298.19;23967.92;60.1;0.56;47245122.57;2857792.46;3455920.75
2026-01-02 13:15:00;PAC3200-3;254.03;251.49;251.49;440;435.6;435.6;28.29;27.15;27.72;25380.81;14271.88;20988.06;60.1;0.56;47261420.76;2881760.38;3484905.1
